book_name,chapter_number,chapter_title,chapter_year,scene_id,scene_location,scene_time,dialogue_text,dialogue_speaker,dialogue_addressees,dialogue_listeners,dialogue_mentions,dialogue_about_characters,dialogue_word_count,dialogue_sentiment,dialogue_bechdel_pass
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,"The camp is two miles farther on, over that ridge, hard beside a stream. I got close as I dared. There's eight of them, men and women both. No children I could see. They put up a lean-to against the rock. The snow's pretty well covered it now, but I could still make it out. No fire burning, but the firepit was still plain as day. No one moving. I watched a long time. No living man ever lay so still.","{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],81,-0.07648809523809523,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,Did you see any blood?,"{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen'}","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],5,0.0,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,"Well, no.","{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],2,0.0,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,Did you see any weapons?,"{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen'}","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],5,0.0,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,"Some swords, a few bows. One man had an axe. Heavy-looking, double-bladed, a cruel piece of iron. It was on the ground beside him, right by his hand.","{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],28,-0.30476190476190473,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,Did you make note of the position of the bodies?,"{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen'}","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],10,0.0,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,"A couple are sitting up against the rock. Most of them on the ground. Fallen, like.","{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],16,0.5,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,Or sleeping.,"{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen'}","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],2,0.0,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,"Fallen. There's one woman up an ironwood, half-hid in the branches. A far-eyes. I took care she never saw me. When I got closer, I saw that she wasn't moving neither.","{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],31,0.0,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,You have a chill?,"{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen'}","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],4,0.0,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,"Some. The wind, my lord.","{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],5,0.0,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,"What do you think might have killed these men, Gared?","{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen'}","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros', 'intention': 'Neutral'}]","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}]",[],[],10,-0.2,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,"It was the cold. I saw men freeze last winter, and the one before, when I was half a boy. Everyone talks about snows forty foot deep, and how the ice wind comes howling out of the north, but the real enemy is the cold. It steals up on you quieter than Will, and at first you shiver and your teeth chatter and you stamp your feet and dream of mulled wine and nice hot fires. It burns, it does. Nothing burns like the cold. But only for a while. Then it gets inside you and starts to fill you up, and after a while you don't have the strength to fight it. It's easier just to sit down or go to sleep. They say you don't feel any pain toward the end. First you go weak and drowsy, and everything starts to fade, and then it's like sinking into a sea of warm milk. Peaceful, like.","{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}]","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}]","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}]",[],157,-0.006076388888888881,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,"Such eloquence, Gared. I never suspected you had it in you.","{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen'}","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros', 'intention': 'Neutral'}]","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}]",[],[],11,0.0,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,"I've had the cold in me too, lordling. Two ears, three toes, and the little finger off my left hand. I got off light. We found my brother frozen at his watch, with a smile on his face.","{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}]","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}]",[],"[{'name': ""Unknown (Gared's Brother)"", 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': None, 'intention': 'Neutral'}]",38,-0.017499999999999995,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,"You ought dress more warmly, Gared.","{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen'}","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros', 'intention': 'Neutral'}]","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}]",[],[],6,0.55,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,We'll see how warm you can dress when the winter comes.,"{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}]","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}]",[],[],11,0.6,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,If Gared said it was the cold…,"{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros', 'intention': 'Neutral'}]",7,0.0,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,"Have you drawn any watches this past week, Will?","{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen'}","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],9,-0.25,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,"Yes, m'lord.","{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],2,0.0,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,And how did you find the Wall?,"{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen'}","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],7,0.0,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,Weeping.,"{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],1,0.0,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,They couldn't have froze. Not if the Wall was weeping. It wasn't cold enough.,"{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],14,-0.3,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,"Bright lad. We've had a few light frosts this past week, and a quick flurry of snow now and then, but surely no cold fierce enough to kill eight grown men. Men clad in fur and leather, let me remind you, with shelter near at hand, and the means of making fire.","{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen'}","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen', 'intention': 'Neutral'}, {'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros', 'intention': 'Neutral'}]",[],[],[],52,0.1729166666666667,False
A Game of Thrones,0,Prologue,297,0,The Haunted Forest,Evening,"Will, lead us there. I would see these dead men for myself.","{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen'}","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],12,-0.2,False
A Game of Thrones,0,Prologue,297,1,The Haunted Forest,Evening,"We can make a better pace than this, surely.","{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen'}","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],9,0.5,False
A Game of Thrones,0,Prologue,297,1,The Haunted Forest,Evening,Not with this horse. Perhaps my lord would care to take the lead?,"{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],13,0.0,False
A Game of Thrones,0,Prologue,297,1,The Haunted Forest,Evening,Why are you stopping?,"{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen'}","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],4,0.0,False
A Game of Thrones,0,Prologue,297,1,The Haunted Forest,Evening,"Best go the rest of the way on foot, m'lord. It's just over that ridge.","{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}]","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}]",[],[],15,1.0,False
A Game of Thrones,0,Prologue,297,1,The Haunted Forest,Evening,There's something wrong here.,"{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}, {'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen', 'intention': 'Neutral'}]",[],[],[],4,-0.5,False
A Game of Thrones,0,Prologue,297,1,The Haunted Forest,Evening,Is there?,"{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen'}","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros', 'intention': 'Neutral'}]","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}]",[],[],2,0.0,False
A Game of Thrones,0,Prologue,297,1,The Haunted Forest,Evening,Can't you feel it? Listen to the darkness.,"{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros'}","[{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen', 'intention': 'Neutral'}]","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}]",[],[],8,0.0,False
A Game of Thrones,0,Prologue,297,1,The Haunted Forest,Evening,"Wind. Trees rustling. A wolf. Which sound is it that unmans you so, Gared?","{'name': 'Waymar Royce', 'house(s)': ['Royce'], 'title(s)': ['Ser'], 'gender': 'Male', 'age': '11 - 20', 'culture': 'Valemen'}","[{'name': 'Gared', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': '51 - 60', 'culture': 'Westeros', 'intention': 'Neutral'}]","[{'name': 'Will', 'house(s)': None, 'title(s)': None, 'gender': 'Male', 'age': None, 'culture': 'Rivermen'}]",[],[],14,0.4,False
